GENEID,baseMean,log2FoldChange,lfcSE,pvalue,padj,SYMBOL
ENSMUSG00000037470,12181.6489893742,-0.180746428332283,0.0428856790376201,2.45790324572557e-05,7.27655202620922e-05,Uggt1
ENSMUSG00000047180,7554.44292683721,0.0986269257203547,0.0406564574910939,0.0158199437407443,0.0299008837167332,Neurl3
ENSMUSG00000037447,14665.5406142083,-0.0601644384317987,0.0407715817907019,0.130462093859675,0.195323257870833,Arid5a
ENSMUSG00000010453,5799.50103654389,0.0154133454915669,0.0465102154032604,0.754207122360926,0.817665707574536,Kansl3
ENSMUSG00000037432,143.824152035403,0.921731384825877,0.165405291517724,9.0563672578036e-09,3.85675476058132e-08,Fer1l5
ENSMUSG00000001143,1173.21340623316,0.761904584252936,0.0719699878775358,1.66745967095818e-26,1.78772792527093e-25,Lman2l
ENSMUSG00000037408,1228.57910856958,-0.296792686763266,0.0801988610961793,0.000191743982616683,0.000504218055571015,Cnnm4
ENSMUSG00000001138,1674.33335177092,0.381277855289161,0.0569715127387033,1.79142571601851e-11,9.38991581565824e-11,Cnnm3
ENSMUSG00000067653,183.981771545344,0.4491961120124,0.141596439902629,0.00115314761616129,0.00268115426336724,Ankrd23
ENSMUSG00000079610,794.487449375562,0.398710229798408,0.0817434759252598,8.7427304505725e-07,3.06260973597973e-06,Ankrd39
ENSMUSG00000026121,286.265342642946,0.974541179147098,0.169440332414953,3.11990330615172e-09,1.37995041746824e-08,Sema4c
ENSMUSG00000046337,2.43637917455439,0.0728129691670927,0.616289155897375,0.764372239315448,0.825682442457472,Fam178b
ENSMUSG00000061518,5306.1039864985,-0.444339893316087,0.0709523104383619,2.94442457475137e-10,1.41612368093476e-09,Cox5b
ENSMUSG00000037351,5123.76653573813,-0.0608543982602483,0.0373812898786185,0.102687225782731,0.158728081290275,Actr1b
ENSMUSG00000102416,2.61174558452918,0.206185713707597,0.624168980450203,0.473588875617705,0.57070994850875,RP23-247A1.6
ENSMUSG00000026117,16616.1921989709,0.514931825317494,0.0554520501652801,8.47430702421892e-21,7.22565707845005e-20,Zap70
ENSMUSG00000026116,7192.48000294253,0.311484612670011,0.070104228661161,7.87601864813051e-06,2.47314288451072e-05,Tmem131
ENSMUSG00000050122,31.331349544624,2.14606099762672,0.410502156025985,2.16990514950829e-08,8.9024973450198e-08,Vwa3b
ENSMUSG00000026113,3820.34461733718,0.0134763306788194,0.0566042761382824,0.811609114352879,0.862313926025723,Inpp4a
ENSMUSG00000026112,6744.27191603266,-0.319260841243809,0.0366489520783604,1.74689288556306e-18,1.33791039190272e-17,Coa5
ENSMUSG00000026111,1240.18072343633,-0.17843797427226,0.0728346621703821,0.0136350329806152,0.0260749501316013,Unc50
ENSMUSG00000026110,1595.89162416615,-0.316454553627624,0.0627305424375006,3.90536146126182e-07,1.41450176339309e-06,Mgat4a
ENSMUSG00000026090,230.805914250185,-0.845604472859809,0.13243596229068,7.21215841820113e-11,3.62890839272407e-10,2010300C02Rik
ENSMUSG00000060771,159.326063422879,-0.761002404202135,0.176760742350916,7.78183461975667e-06,2.44751503546476e-05,Tsga10
ENSMUSG00000037216,92.2141521973948,0.402063873277273,0.253931312214396,0.0858679186123687,0.135898652457938,Lipt1
ENSMUSG00000026088,1997.76097533935,-0.17460160558473,0.0554273449725307,0.00155420273208761,0.0035391565795148,Mitd1
ENSMUSG00000026087,2005.71669730824,-0.493769088848646,0.0600301721193857,1.38707837992685e-16,9.75086056069518e-16,Mrpl30
ENSMUSG00000058407,3821.80584546991,0.0415342068010056,0.0645776407507914,0.523978162403987,0.618790938111022,Txndc9
ENSMUSG00000026083,9316.11369989612,0.0182932165525921,0.0582749994905656,0.751629359350411,0.815867138195836,Eif5b
ENSMUSG00000026082,914.62578686768,0.175782248871726,0.0877658076405422,0.0437392654401846,0.0747280409110765,Rev1
ENSMUSG00000037138,5217.64711961969,1.50651252821025,0.0647121207158011,9.83152494223588e-121,5.26307544845878e-119,Aff3
ENSMUSG00000026080,1954.54938765695,0.0110382103834353,0.0523435409074957,0.829870882771345,0.876337351668385,Chst10
ENSMUSG00000026078,2196.16368443098,-0.146833594694779,0.062323203047279,0.0179149824519449,0.0335069752234839,Pdcl3
ENSMUSG00000026077,118.237265721915,2.49698740204852,0.347811395878272,1.21737520613502e-13,7.36476542181414e-13,Npas2
ENSMUSG00000073702,9419.01565240346,0.170066751443241,0.1103825996521,0.118436466933641,0.180017882904893,Rpl31
ENSMUSG00000003134,857.178019372643,-2.71123267331174,0.0923090932775729,1.29538717598848e-190,1.10876601250267e-188,Tbc1d8
ENSMUSG00000003135,3155.23419196169,-0.193429149962537,0.0540413636792181,0.000328841993317741,0.000834873865155423,Cnot11
ENSMUSG00000048234,1900.32805692315,0.426247680627465,0.0686587526266821,3.99265758736946e-10,1.90264973680151e-09,Rnf149
ENSMUSG00000050967,2.26395867481769,-0.29807946876212,0.732917334118933,0.192217729956716,0.272371344190453,Creg2
ENSMUSG00000026074,16858.292937254,0.407435615914307,0.0453222043082933,2.07857256876359e-19,1.65626616246543e-18,Map4k4
ENSMUSG00000026073,870.487144972092,0.28376083323716,0.0763725858431523,0.000205286068999407,0.000537650703240209,Il1r2
ENSMUSG00000026072,255.646855681578,3.63173411959795,0.242634561018301,2.57185394604163e-51,5.09076756943284e-50,Il1r1
ENSMUSG00000070942,858.187366264229,1.3739341058625,0.0998341222768457,1.03969042819936e-43,1.74717340781981e-42,Il1rl2
ENSMUSG00000026069,338.194084560611,3.33781444814191,0.160942387454707,2.29485687550993e-96,9.26147160795171e-95,Il1rl1
ENSMUSG00000026070,12589.5420502596,0.174855395459394,0.0451529288075612,0.000101222302234138,0.000276881654820615,Il18r1
ENSMUSG00000026068,14488.7294732495,-0.574706903201475,0.0498923275586933,4.28874888230762e-31,5.24412324086249e-30,Il18rap
ENSMUSG00000026065,1.00996406312876,-0.25139339671313,0.72389397625765,0.137025918083631,0.203662794762599,Slc9a4
ENSMUSG00000026062,4.55363180713298,-1.12244882626521,1.17851740222553,0.0312406265802317,0.0551713502853248,Slc9a2
ENSMUSG00000041945,54.0359680051916,-0.063388199606366,0.262517917637726,0.78744337733357,0.844165281876835,Mfsd9
ENSMUSG00000060679,2825.63561431154,-0.00161103278282392,0.0642394543287578,0.978339717769391,0.984982429079345,Mrps9
ENSMUSG00000041907,66.4591913303801,3.37436995991777,0.31269448667926,4.86338002032099e-28,5.4662145711804e-27,Gpr45
ENSMUSG00000070939,3185.68306374144,0.0571814580141752,0.0591158268484327,0.335885767046104,0.433452989245017,Tgfbrap1
ENSMUSG00000010290,1129.46057532019,0.174651686082533,0.0663734080971005,0.00820040036914186,0.0163986953723353,AI597479
ENSMUSG00000008136,954.155809507759,-1.86009614939108,0.0823030599609861,4.37654554474184e-114,2.17820531936065e-112,Fhl2
ENSMUSG00000066877,2183.07510620328,-0.0347510790093548,0.0645753502599195,0.588142412750654,0.675470547466064,Nck2
ENSMUSG00000026051,2.37709428726935,2.81936177880113,4.35634180086828,0.00725994191723558,0.0147144646352714,1500015O10Rik
ENSMUSG00000057363,738.220561664509,0.101423762580114,0.0914890118558411,0.264693216012857,0.355396818358227,Uxs1
ENSMUSG00000041763,10180.6975195695,-0.331333890548573,0.0399478445508072,1.59444864468904e-16,1.11934749828598e-15,Tpp2
ENSMUSG00000047343,17.07662931709,-0.164854501477953,0.40066735483521,0.606957790131994,0.692789306468068,Mettl21c
ENSMUSG00000091844,53.9542173991603,-0.0855650000707242,0.266882188455025,0.724602534280679,0.793466770632955,Gm8251
ENSMUSG00000026049,1234.3266615952,-0.606869265359415,0.0831990299352949,1.90367769281463e-13,1.13622571259258e-12,Tex30
ENSMUSG00000026047,518.022034200913,0.499891088655198,0.105984716718798,1.65699494881421e-06,5.63964765405895e-06,Kdelc1
ENSMUSG00000041684,599.384627878293,0.472765331586471,0.0906402570456905,1.43163037688304e-07,5.41703619409376e-07,Bivm
ENSMUSG00000026048,2115.48702631213,0.194553687943918,0.0531569282790686,0.000235583165758462,0.000612673548611905,Ercc5
ENSMUSG00000026042,5.11837840988075,4.0626526534009,1.32146408166342,0.00027471863714715,0.000706199163280248,Col5a2
ENSMUSG00000025995,2475.48748093445,0.240735705488217,0.0488896265422957,8.66785697627073e-07,3.03706423698483e-06,Wdr75
ENSMUSG00000098549,17.5075963829914,0.153984014417939,0.382483237266231,0.62538375031354,0.708989743278097,Gm5269
ENSMUSG00000025993,76.0834903197773,0.225675451913892,0.247431553100007,0.326549605745325,0.423880489817571,Slc40a1
ENSMUSG00000041144,8.02487518816162,2.245493347854,1.2738100984881,0.00840050881690461,0.0167665760858091,Dnah7b
ENSMUSG00000101337,7.26323313993277,-0.0561723351718274,0.509612751980895,0.862210394658884,0.902455014473061,Dnah7c
ENSMUSG00000025986,1360.02348903325,0.249024063325774,0.071378134593348,0.000453448474263302,0.00112660611356838,Slc39a10
ENSMUSG00000026107,7193.55680536311,0.217682221818398,0.0608390830684134,0.000329729155970522,0.000836839490340305,Nabp1
ENSMUSG00000018417,111.133722393189,0.327267639337441,0.263671572783452,0.175249351445271,0.251268697359819,Myo1b
ENSMUSG00000062939,11962.0652130995,0.289751938160502,0.0405601593444214,8.93197076665351e-13,5.14198967490496e-12,Stat4
ENSMUSG00000026104,34970.3571051042,0.532320703330266,0.0309046190156423,1.43773292751323e-66,3.72043248252509e-65,Stat1
ENSMUSG00000026103,13324.1845163103,0.195093515535484,0.0676068806315279,0.00377796349327062,0.00805986240730893,Gls
ENSMUSG00000002881,7318.56040237989,-0.000968075052798744,0.0478716300314383,0.985324028357414,0.990218548077659,Nab1
ENSMUSG00000043015,3539.85936305212,0.0292944537769274,0.0524817761150033,0.576700070549624,0.665469162890522,Tmem194b
ENSMUSG00000041439,3301.52971336321,0.423287551596089,0.0621381565927489,8.66145225955737e-12,4.64308683067394e-11,Mfsd6
ENSMUSG00000026102,6790.96898343252,-0.110675595304409,0.043941151832279,0.0117645076124301,0.0228001367985116,Inpp1
ENSMUSG00000041426,1107.37168822624,0.20563907825151,0.0749972751159609,0.00577612944973696,0.0119211108330687,Hibch
ENSMUSG00000043629,357.228136548461,3.76558154707649,0.15258628607694,2.6471531981051e-135,1.57394475267486e-133,1700019D03Rik
ENSMUSG00000026100,3.81638901290802,5.43231389779606,2.86774700123648,0.000549492926645827,0.00134781936880628,Mstn
ENSMUSG00000060715,2.77619617437088,0.159681821201862,0.641975793911459,0.504932815740481,0.600812970027896,1700019A02Rik
ENSMUSG00000026098,1228.0058480708,0.115613813883332,0.0694399326155416,0.094032640469203,0.147087104451174,Pms1
ENSMUSG00000026097,1612.98954833083,0.0112679470241971,0.0716434918248539,0.876529621757547,0.913655299279965,Ormdl1
ENSMUSG00000026096,475.395502314028,0.208472519428686,0.0976419150282044,0.0322917140770736,0.0568599889106649,Osgepl1
ENSMUSG00000099913,8.39466359703468,0.411697517240693,0.614895811185674,0.254146420935527,0.343724882447636,Gm28551
ENSMUSG00000026095,625.32384990941,0.0280291690400773,0.113594391423121,0.80498652582738,0.857793289509468,Asnsd1
ENSMUSG00000096141,73.0399745660069,3.57245644582771,0.486430284423611,4.70739300999261e-14,2.91230215685722e-13,Dnah7a
ENSMUSG00000026094,44386.4542537773,-0.0116886789593403,0.0498146106910572,0.820660562832331,0.869109305356606,Stk17b
ENSMUSG00000042807,21.499732962321,-0.318808852083424,0.415018292768695,0.332741457509343,0.430411560664332,Hecw2
ENSMUSG00000025983,10.7576015924304,0.931334963997484,0.648660216293689,0.0355763357412942,0.0620613838944996,Ccdc150
ENSMUSG00000041303,1254.61099781965,0.179378011712215,0.0742497193199129,0.0150671154877004,0.0285865755403942,Gtf3c3
ENSMUSG00000073678,1758.1533006043,1.07288554787118,0.0789910546912471,1.53604649314559e-42,2.52677215102662e-41,Pgap1
ENSMUSG00000052331,23852.8288209613,-0.290360977379912,0.0498334769587236,4.65040234657839e-09,2.02981136887078e-08,Ankrd44
ENSMUSG00000025982,57139.2012375982,0.0852458258011206,0.0355745789465257,0.0239394967327736,0.0434953907281487,Sf3b1
ENSMUSG00000025981,3689.86753244131,0.507013065799135,0.0562544651161137,1.47580300624605e-19,1.18383415197224e-18,Coq10b
ENSMUSG00000025980,10269.0295689325,0.0298672998700833,0.0689668801023882,0.656737384374921,0.736760404277151,Hspd1
ENSMUSG00000073676,4167.43697357756,0.13198218535162,0.0683423723085988,0.0546292729861024,0.0912576207071906,Hspe1
ENSMUSG00000025979,2258.13146209076,-0.284925309413737,0.0603832216537092,2.02645452668823e-06,6.82553699821605e-06,Mob4
ENSMUSG00000025978,201.462112230757,-0.451340524758939,0.153828823186998,0.00250646096140992,0.00551336470726401,Rftn2
ENSMUSG00000046994,1177.36142047625,-0.294183601892941,0.0763570306697371,0.000103948300864397,0.000284039051195505,Mars2
ENSMUSG00000025977,59.7382430586387,0.864385909232809,0.278939337975847,0.000746949385013717,0.0017951214933267,Boll
ENSMUSG00000038349,498.847263484479,2.349640611948,0.123233672508364,4.72878145194071e-82,1.59793833966014e-80,Plcl1
ENSMUSG00000038331,4.66131006343373,-1.74036565160982,1.77984964815652,0.0182034756853579,0.03398942157815,Satb2
ENSMUSG00000038323,606.11433326467,0.090611906098299,0.0949444130155526,0.33929679388404,0.437112591393117,1700066M21Rik
ENSMUSG00000048495,573.357866008895,-0.352579703914841,0.102685273408819,0.00049831149422165,0.00123061135969957,Tyw5
ENSMUSG00000025971,573.064551242271,0.182558661171041,0.0984533754595322,0.0612759994367126,0.101011377695779,9430016H08Rik
ENSMUSG00000038305,29.9956156969135,0.014265546297323,0.322829903471115,0.961752524137147,0.973748610625113,Spats2l
ENSMUSG00000054770,2553.86372171444,0.0879801628692893,0.0531877705445793,0.097728207575959,0.152073720669093,Kctd18
ENSMUSG00000026039,509.218155403149,-0.603233224299606,0.0986755891952556,6.14088067474155e-10,2.87361487386975e-09,Sgol2
ENSMUSG00000079554,5.85386603839706,-0.0971658908537292,0.542768937063313,0.758360558971172,0.820797664674002,Aox2
ENSMUSG00000051223,17907.4711446503,-0.079606494126406,0.0397765217088683,0.0445740915584503,0.0759710282601246,Bzw1
ENSMUSG00000026034,33301.0828869652,0.489215717258622,0.0467159751507581,1.00037422786609e-25,1.04519314028826e-24,Clk1
ENSMUSG00000026035,1221.85023495525,-0.0936346797624276,0.0738257664847455,0.206897300076688,0.289738056507969,Ppil3
ENSMUSG00000026036,1407.77052129114,-0.0852341962519949,0.0633165630932586,0.176258374480682,0.252483030589431,Nif3l1
ENSMUSG00000026037,1802.04872926564,-0.0821735103947985,0.0643310870011857,0.198845701509849,0.280479748109419,Orc2
ENSMUSG00000038174,971.152093272317,0.492311042064264,0.092600089737323,7.81632311757144e-08,3.03118450399621e-07,Fam126b
ENSMUSG00000026032,1789.95601311712,-0.170288155191247,0.0791592888928369,0.0301764706845543,0.0534678185081878,Ndufb3
ENSMUSG00000047528,566.649484960611,-0.171913370331079,0.0845879132236597,0.0394121358104133,0.0681423142790919,Als2cr12
ENSMUSG00000026031,9305.88633012757,0.348335871669633,0.0564242490616617,6.67840333123508e-10,3.11578817292543e-09,Cflar
ENSMUSG00000026029,6966.50961982392,0.0712278827027828,0.0370163957662058,0.0541474861065536,0.0904858977223655,Casp8
ENSMUSG00000026028,5472.49872850379,-0.414559776230869,0.0533777254489627,5.74321454895176e-15,3.73404825724418e-14,Trak2
ENSMUSG00000026027,687.516327056689,-0.165798416646844,0.0862759282180632,0.0527851823632609,0.0884275267076974,Stradb
ENSMUSG00000038079,344.803671431977,0.293702742596228,0.123510109746972,0.0154952272338922,0.0293441101202982,Tmem237
ENSMUSG00000079550,27.1220559941773,0.547342148348685,0.40556233482687,0.0992500151092214,0.154057068092014,Mpp4
ENSMUSG00000026024,1970.8286032966,-0.220121354009831,0.0649165836818086,0.000657270539101691,0.00159296858415095,Als2
ENSMUSG00000041075,30.296078087074,-1.41716020154598,0.437162736597287,0.000196517378318278,0.000515899514567263,Fzd7
ENSMUSG00000047361,3.17040484591534,0.0684283288275749,0.590445135508366,0.80726060028655,0.859452271136131,Gm973
ENSMUSG00000026021,5512.93930358488,0.0334945245758513,0.0702638047153343,0.663311345316247,0.742691305781392,Sumo1
ENSMUSG00000026020,6779.20265507379,0.363179121670665,0.0682460845376903,8.68846968410839e-08,3.35382973517865e-07,Nop58
ENSMUSG00000067336,508.902671137186,1.75291724460524,0.104966105681277,1.95822256587075e-63,4.81154434245024e-62,Bmpr2
ENSMUSG00000041040,4369.65160598704,-0.0790235203013371,0.0396107693536859,0.0452756144254089,0.0770570874597422,Fam117b
ENSMUSG00000026018,314.891577204668,2.27672498188403,0.134853502670428,6.17816721839551e-65,1.55482211515614e-63,Ica1l
ENSMUSG00000026019,1428.90015323943,0.874839582940199,0.0682814968346944,5.87809554434557e-38,8.65491232417914e-37,Wdr12
ENSMUSG00000026017,538.788508497494,1.16023134888701,0.104222369797863,3.05759871719331e-29,3.56254845298709e-28,Carf
ENSMUSG00000073664,1461.81519097568,0.564322613891104,0.0812237193393923,2.50347071784524e-12,1.3948164106793e-11,Nbeal1
ENSMUSG00000049439,590.049349054838,-0.427309211439885,0.0951532833662142,5.62076251911599e-06,1.80155459749111e-05,Cyp20a1
ENSMUSG00000026782,1793.07144061863,0.367535032322292,0.0639187941789606,7.36669700979333e-09,3.15709134006286e-08,Abi2
ENSMUSG00000026014,2042.73740338043,0.0618323324017726,0.0753780499689926,0.416139890158509,0.517203383507998,Raph1
ENSMUSG00000026012,45924.9378263488,0.224577569575182,0.0420051108843313,9.04148679225994e-08,3.48203414709086e-07,Cd28
ENSMUSG00000026011,30267.0314111605,1.09335932102466,0.051229652805852,5.50704948933719e-102,2.36985682168218e-100,Ctla4
ENSMUSG00000026009,26551.4312771474,0.966126051391495,0.0348737301589866,1.06516322557745e-169,7.93928838662462e-168,Icos
ENSMUSG00000052062,22.0676080646556,0.696628304018912,0.451526986654862,0.0519790852336748,0.0872460068710469,Pard3b
ENSMUSG00000025969,526.359289594578,-1.33066740713716,0.0963912971516268,4.33451445879673e-44,7.34745008042824e-43,Nrp2
ENSMUSG00000040865,9814.43880768363,0.156320320299506,0.0659968331620601,0.01725576791789,0.0323906919658864,Ino80d
